Url;Categories
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_003.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_001.jpg;Categoria 2;Categoria 3
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;Categoria 1
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;Categoria 3;Categoria 4
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_007.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_008.jpg;Categoria 1;Categoria 4
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_009.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_010.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_002.jpg;Categoria 1;Categoria 2;Categoria 3
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_011.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_012.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_013.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_014.jpg;Categoria 1;Categoria 2;Categoria 3
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_015.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_016.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_017.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_018.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_019.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_020.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_021.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_022.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_023.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_024.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_025.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_027.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_026.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_028.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_029.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_030.JPG;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_031.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_032.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_033.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_034.JPG;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_035.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_036.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_037.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_038.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_039.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_040.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_041.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_042.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_043.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_044.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_045.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_046.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_047.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_048.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_049.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_050.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_051.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_052.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_053.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_054.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_055.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_056.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_057.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_058.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_059.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_060.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_061.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_062.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_063.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_064.jpg;
https://www.google.com;
https://www.google.com/search/howsearchworks/?fg=1;
https://ads.google.com/intl/es-419_cl/home/?subid=ww-ww-et-g-awa-a-g_hpafoot1_1!o2&utm_source=google.com&utm_medium=referral&utm_campaign=google_hpafooter&fg=1;
https://www.google.com/;
https://www.facebook.com/;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_192.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_193.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_195.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_197.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_194.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_196.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_198.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_199.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_200.jpg;
file://file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_001.jpg;
file://file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
file://file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_002.jpg;
file://file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_014.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_065.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_066.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_067.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_068.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_069.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_070.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_071.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_072.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_179.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_178.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_181.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_183.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_180.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_182.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_184.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_177.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_185.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_186.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_187.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_188.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_189.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_190.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_191.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_154.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_155.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_157.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_156.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_158.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_159.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_160.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_161.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_162.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_163.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_164.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_165.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_153.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_166.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_167.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_169.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_171.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_173.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_168.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_170.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_172.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_174.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_175.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_176.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_131.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_133.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_135.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_132.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_134.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_136.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_137.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_129.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_138.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_139.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_140.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_141.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_142.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_143.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_130.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_144.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_145.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_146.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_147.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_148.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_149.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_150.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_151.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_152.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_107.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_106.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_108.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_109.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_110.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_105.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_111.jpg;
